V,W,X,Y,Z
0.9047567518163507,0.028295357515397437,0.18742789705056515,0.753919002465741,0.13853005501562965
0.3205666721456504,0.09400452920608464,0.5708232308066027,0.639349227381334,0.4066599431376158
0.8027664163427237,0.3054052020801377,0.9035361922447158,0.7414312128657421,0.8025932418123775
0.5902796822776898,0.7002879968088795,0.23230322095650932,0.48528942435905853,0.37943105895685314
0.8955152765645128,0.6393038696149747,0.611838966460394,0.8876506282259056,0.8119303040269648
0.34620189644480825,0.6660958089901374,0.7505594200846202,0.18256428735837762,0.3155668743011411
0.8453564424678927,0.7501972700996292,0.5260336908739588,0.5128323887265345,0.7776696346575751
0.48564488960655045,0.47508663101478665,0.7970589045998147,0.8453113301910793,0.5066059105076922
0.9194083571739975,0.8543877393547803,0.4760943180111151,0.25334725521887796,0.7740501318995396
0.272441561932871,0.18898007057742494,0.7920267811325407,0.6614810480995107,0.5796962155597873
0.7371368269423444,0.5525739562307506,0.5691338771198422,0.6542381729939434,0.7709567875577074
0.715613825108669,0.7747401817014969,0.8138000597302674,0.7146785837246094,0.477842604283488
0.7524658247073137,0.4579976794003549,0.3502292709430548,0.5636921413299284,0.8040923210962997
0.6851209059365713,0.8018191015771128,0.8038847292670533,0.8535457665240074,0.42420823895638365
0.7931936612372382,0.39776335914343397,0.37018241890487924,0.22883852541248254,0.7807119106620003
0.6033365520823714,0.7899964244936291,0.8272038402646189,0.6234697801163909,0.5721050475966539
0.8877821497741124,0.44957131883849294,0.3076622986431637,0.6984215073005777,0.7826640097901598
0.3723645787710782,0.7863615058739232,0.7495662597658166,0.7166846239433786,0.441115017318069
0.8601597963493511,0.5239265704290602,0.49805547267326394,0.5708957577913242,0.8069219431893971
0.4432287053034993,0.7770992052072776,0.8518362155582153,0.8190440494458568,0.42010395006870177
0.917018975403419,0.5241371837144032,0.24200818800333504,0.3112404328069526,0.778103227393766
0.28334848589308126,0.7600859517296565,0.6460579788694425,0.7737858519604633,0.5529382606836082
0.7499965904222745,0.6081195914830455,0.6918646904441125,0.4785154913837236,0.7578658427006039
0.6969308150029484,0.7274373883250422,0.6517964457852533,0.8157338125367186,0.5511731050655456
