V,W,X,Y,Z
0.9047567518163507,0.028295357515397437,0.18742789705056515,0.753919002465741,0.13853005501562965
0.32969062011602557,0.10234203289167713,0.5709142765310787,0.6287093116685263,0.40381097435068397
0.8099690561130538,0.31963812933376884,0.9032504881974192,0.76589851755874,0.7968112130132139
0.5846911941161885,0.7059230763427893,0.237637470422676,0.43988009626911045,0.3798553556225613
0.8999629546116595,0.6333549649642113,0.6166818412054368,0.8690632281829439,0.8189407295195524
0.33311850096463186,0.6859363942074239,0.7375367885250169,0.23439810979186151,0.30105595487094167
0.8407651949666732,0.7270722967331759,0.5396916334474386,0.621061150061538,0.7436974451495123
0.5034066417608838,0.5180203722748267,0.7910520043534447,0.7756021191592833,0.5593483125003387
0.9145069619689021,0.8516866223481536,0.4798573844471101,0.4371431087364743,0.7499178054802316
0.2767625975768069,0.19717161804544808,0.7867464581175588,0.8354698179222557,0.5750709525806353
0.7507916062906346,0.5674021115026019,0.5842093119242328,0.284446891796924,0.7377543013225523
0.6885985266633192,0.753917151945609,0.8018555514216082,0.7001966710162473,0.6358297774251471
0.7920022540415964,0.5150881724264196,0.39238905563135607,0.6051197584053593,0.6942792506245513
0.5977800171186514,0.7802232998396372,0.8366445694008428,0.8171861143605552,0.627786671961252
0.8770756866714728,0.4629602365691683,0.30176671700082747,0.3323823411136449,0.6866527409676657
0.38704175260152573,0.8029123391671587,0.7484516605809413,0.7729739621304048,0.7127443601731634
0.8829672815363534,0.47076906149101455,0.49068980594056893,0.4565371778013579,0.5607793514346044
0.40270118797415017,0.791587856386944,0.8510455587272072,0.8611485046836539,0.8251087859217504
0.8794153564146338,0.5029600768320369,0.23501630653623348,0.18900440451157394,0.2892879606168322
0.38415924567989024,0.7892183701899491,0.6421117389245871,0.5635071811786659,0.7541391122984765
0.8839883450271956,0.5090256526148815,0.6796155435629481,0.8005206365886602,0.5213490024151709
0.3922061941966069,0.7694160313841123,0.6998434482353365,0.40270207596476976,0.7657673193872921
0.8784587690187292,0.5670959555712395,0.6128469052804989,0.7960743984304864,0.5282457061935426
0.4041968021924204,0.7363328858512758,0.7627379270943013,0.4323197914436959,0.7635148231929157
0.8864688365790822,0.6419097617154125,0.4842360140113112,0.8068870356599324,0.5563177017103222
0.3728126163957469,0.6462950135892798,0.8326413423017377,0.43566340410614074,0.7738565035281104
0.8676990958750844,0.7714254853031266,0.34108739589053133,0.7963567408236403,0.5391407080907475
0.4275415210467932,0.4256372355487677,0.7764804784007071,0.5166517468049523,0.7739778263249908
0.9072316430404025,0.8394246376473445,0.538137352101009,0.7933118637118616,0.4983065080579719
0.2928947416166975,0.23505156861896653,0.780633743995015,0.4638905485576951,0.807722718103838
0.7718120955583022,0.6619325349716165,0.5691767165762107,0.7952812971972126,0.4523266440590478
0.6594254300580092,0.6543726805184803,0.805742779054172,0.43592599911240987,0.7990850175730075
0.8457865618155008,0.6987791024319421,0.40975227159409355,0.8070832025507546,0.48713219165671884
0.4731492346760665,0.5647722281573551,0.8269536357993768,0.47242165830139843,0.7781286409353924
0.9258645434029279,0.822376780796408,0.37356849952101917,0.7879155811196107,0.5122002585322717
0.25822621202882934,0.2839888722931219,0.7838276781708631,0.5135649152855205,0.8060910041231617
0.7070836503957729,0.6981246172788164,0.562833299935488,0.7972498155896043,0.4443289933717037
0.7453649584733562,0.6205114896387889,0.7744421642768693,0.4506729831179573,0.7831927623463388
0.7096236560849313,0.7299301569372705,0.5076389016158038,0.790017156561584,0.5398384142304495
0.7501199305986,0.5383737017620575,0.7990289969863882,0.4772456198051419,0.7739593693020014
0.6807941730932345,0.7946995114663563,0.45479876156067855,0.8081199985619395,0.5152892468403169
0.8123567238237341,0.42185586162967276,0.8286685666250675,0.45720071157386755,0.7831811554423656
0.5676456870624644,0.8030832367326881,0.40456377180804765,0.7994039861849349,0.5154407103401919
0.908332593567795,0.4327358277899696,0.8089805996598445,0.4902776617457293,0.8009326778283333
0.3129774926822373,0.8035946660366023,0.4491153214883413,0.7891570112210253,0.46567154308700465
0.7914766139208714,0.5056206001397548,0.7963581800526636,0.4982646395699654,0.8012827689927308
0.60691803876121,0.8072858665610103,0.46959229139955416,0.8001622178884074,0.4617204792887054
0.8774121394011798,0.40433405722274673,0.8067247280255433,0.47875272290075116,0.7870466923340158
0.3870638481825856,0.7687547349280881,0.47250909691872245,0.789510245840779,0.47735685289369567
0.8697544390275115,0.5870338132536321,0.8305695226733225,0.5042986207670689,0.8008426041701419
0.4240165134200344,0.7357637461808877,0.3500198060148275,0.7823052720900229,0.4551163746504271
0.9021892929705753,0.622528237707578,0.7683960859587428,0.5449941132941132,0.7926524850974466
0.32354973322824515,0.6699822279826306,0.5050752961946866,0.7718601444262339,0.45642125229589997
0.7999766090283255,0.7636712403337294,0.8279892976176814,0.5304366820031893,0.800044898966215
0.6002867998531486,0.45190867498226234,0.3041066621801955,0.7827424278575558,0.44450219041521044
0.8847723518668235,0.8161654574267383,0.7098649411119637,0.5432014186837845,0.7916950337435205
0.3658835707233618,0.3018944721680366,0.5757954482512267,0.7952357748727289,0.45943623690840424
0.8748574413334557,0.751349773914381,0.8543963420797569,0.46186532376473677,0.7948817024004794
0.41486736653267886,0.46396348131437176,0.2249872301209034,0.7800946580281811,0.47508574901752265
0.9015075135695104,0.8748085444859168,0.6227431601371586,0.5641759940479469,0.7915377095101664
