W,X,Y,Z
0.32273619316990126,0.05352617959962511,0.365798926132995,0.0029547045995402727
0.8163423120263165,0.18577754922968773,0.8514032088107335,0.01057655028488475
0.5507458123408864,0.5207873535754566,0.4135760101108514,0.03546650096562232
0.9212982135513597,0.8480082641997155,0.8225098928299271,0.12214662792798897
0.2685197136325704,0.21386377773614074,0.296686884438264,0.3593127589826486
0.726239782909826,0.6127440727398393,0.7497480324325043,0.8112606253758049
0.7393621900915379,0.7397421777955623,0.5392353933480982,0.3537190484987546
0.7118982204199725,0.5353233836246848,0.7797414106438161,0.7808360655290695
0.7577780898217772,0.8026875135407818,0.4924528839154675,0.42109090603010374
0.6813691992429973,0.38897412008819077,0.7869800385350091,0.8245150349707177
0.7998171899550908,0.8100438972241086,0.5181989461413785,0.3059710043994442
0.5886887047230202,0.352500880450274,0.7882442442357406,0.7349378531583279
0.8945328349259968,0.7854433575021003,0.5282956766739729,0.5193386836119316
0.34525990731590644,0.3895818328890705,0.7838143119535098,0.8231548020106781
0.8335270075240444,0.8529900624101633,0.521375166314156,0.31597630013987876
0.5154032436173771,0.22428227486706234,0.7771345825873087,0.7414681882231599
0.9192443786535472,0.616928220789721,0.5815831909956674,0.5071591329597092
0.2748264160077603,0.6919812940846187,0.7841684650930469,0.8246555394955242
0.7395295136994625,0.7422400210095665,0.44158234486144904,0.30785487314045573
0.7101916769897756,0.5329950708224417,0.7947029604443346,0.7455432922198605
0.7595178778721614,0.8093000174670036,0.4577250326470032,0.49048024655719863
0.6746075022233926,0.3702608817173552,0.7982531778354582,0.8440236595999353
0.7995775079798692,0.7975838483663126,0.4943979375791547,0.2503134205010133
0.5917287121739299,0.3838911187097253,0.7900598539595078,0.6581474506400713
0.8940301039438547,0.8163391416335148,0.5109067062030446,0.6506115551215879
0.34844853749329574,0.3116611805545894,0.7795263068399514,0.7293547798309549
0.8410910989363996,0.7741015045260482,0.5558245327841383,0.5323833851686064
0.49604620353434203,0.4337254316867527,0.7686632194440671,0.8271675263747863
0.9273449059856911,0.8530734337988343,0.5452561082423344,0.3050809097043757
0.24944597436307728,0.1968755459222977,0.754833776569569,0.7194831092388102
0.6923168937648456,0.5817093200495174,0.6364311207301837,0.56115820368239
0.790325787018265,0.7847921234125522,0.7273495163776862,0.7829794747303679
0.6148867315996691,0.42297341964776697,0.537529390518667,0.4327381675211901
0.8697897364525787,0.8329765912148291,0.8514503033549089,0.8294092746511424
0.42025482085254406,0.27373084009559284,0.22359510687551232,0.27503556890208797
0.8953913212254607,0.7175365537096952,0.6261979727193802,0.7113344234921977
0.3471751507443598,0.5409994655603558,0.7131267240165998,0.6015810831918434
0.8380081800325321,0.8747679343931637,0.6277579298896511,0.7408891190939163
0.5001703915903384,0.1589326557151499,0.6765286206085933,0.5380238710082934
0.9266840240371305,0.47837565624415923,0.7794538878257505,0.7839494563370996
0.2522854598559697,0.7828795588460689,0.5097930780371601,0.41047960327257244
0.700533655534338,0.5772572932924197,0.7974719916210532,0.8164656452164757
0.7885170318059646,0.7761021400379569,0.43625954689577506,0.3247489434139702
0.6161349664455666,0.44246002076004537,0.7913119979128631,0.7652183426399198
0.8757853132687666,0.8406368847461584,0.4902351577818264,0.4546833318084071
0.4030408121273251,0.2515590026562371,0.7877257005356896,0.8393005255622856
0.8918373221855274,0.6806996351417584,0.5507684921607021,0.26815591506239395
0.35853506760846166,0.6091786866542435,0.7901510242865567,0.6801395075460183
0.8525435459855341,0.8301008683014659,0.4494501666560504,0.6247180868358199
0.4629532944817935,0.2844603701503943,0.7938605137809044,0.7675956212914608
0.9221946288318384,0.7205546091633152,0.5297309110444315,0.44773295376953687
0.26498547598673783,0.5325083338169803,0.7934163735075465,0.833565467349449
0.7239310893711896,0.8892589181144247,0.46082415075374805,0.2822450247262508
0.7439845815349574,0.14632617648900265,0.7766045452073496,0.7021185078240973
0.7048909848311882,0.4322038157762098,0.6012942552413023,0.5806564028410307
0.7804841925244741,0.8294303585635724,0.8062136406993933,0.7805423023438527
0.6354608624657323,0.3097776911131729,0.3456762958280551,0.4122998278624516
0.8584571316062382,0.7387888650431818,0.8065591516792852,0.8479758334984123
0.450457171442804,0.5061579620753133,0.3712941255715903,0.23641601489634972
0.9174545004033543,0.8611637465550116,0.8010835166184839,0.6340836115224608
0.28228322946893375,0.17598425507518273,0.3527826156442606,0.6808363011123633
0.7527043130419244,0.5287877973204961,0.8234696514636995,0.7217110329480719
0.6880081760875487,0.8013501693828893,0.3858843410977632,0.5250162976770828
0.7904442146580031,0.40772697116788076,0.7689449760725252,0.8496422160235392
0.6141559054443455,0.8008863580801602,0.5502234569252974,0.24601347767066042
0.87849159506402,0.4299516879109957,0.7714116270994579,0.638581077657291
0.39688539468113265,0.7931328007919184,0.535002261587496,0.6776614917335251
0.8843547517306648,0.5108700916132647,0.7825687806082285,0.6825669946769386
0.37538067925037727,0.7838947961315424,0.49260276024371047,0.6113525166064675
0.8648844909366623,0.5365423829473295,0.7919684144823752,0.7741062702415311
0.4316231034962908,0.7780755598453454,0.46547165567726295,0.4336958876275528
0.9108306627465497,0.5397474722521491,0.8008631877166388,0.840753551201127
0.2997460454982433,0.7653815063942843,0.44031839663557876,0.2595573321587822
0.7719617771892106,0.597699980927907,0.8012276725697808,0.6744698798028328
0.6555631523530349,0.7418878145456426,0.42377390418306515,0.625509860590862
0.8328188993674902,0.5591448774550549,0.803749609027928,0.7722567167655684
0.5153312672053881,0.7704251148011874,0.42838610594735427,0.4348399801948092
0.9337418009049092,0.5306027332949248,0.7973339261298358,0.8491048140192247
0.23028979182361076,0.7622002876224344,0.4526289058849642,0.23815539886288814
0.6504412393974863,0.6262182990221199,0.7977476168648098,0.6389286539779281
0.8400150532395181,0.7468761292972758,0.42241003449174497,0.6803690238380772
0.5015024682371995,0.49345952680934096,0.7971661328681181,0.7046565685317514
0.920276919856949,0.8587599201679155,0.46770526036338644,0.5745917281374134
0.2716393572537551,0.18184906675882248,0.7850748660002187,0.8154401302576655
0.7277301729019829,0.5487796048406983,0.5744000483783488,0.33340825217160386
0.7406396524741158,0.7968097122874523,0.7966563051969233,0.7564720572932088
0.702257693066919,0.4058871863543334,0.3789836769713709,0.47000355728282217
0.7723503186734031,0.8060512766291397,0.8243811325045268,0.8583176826182549
0.6516275041584846,0.3736413769294869,0.30291239755114974,0.20080750335266004
0.8389028046452673,0.7964342679379274,0.7488225235372723,0.5708669359521157
0.5019595976470075,0.3776278963201309,0.49079231556772834,0.7576336919891251
0.9195051486224248,0.8188159518557823,0.8608970631562292,0.5562340063187783
0.2753107480523498,0.2974229961044113,0.19924804613775216,0.7421487382619126
0.740113593423212,0.7642267127246843,0.5753251346375475,0.6575899066966969
0.7139846098299977,0.4824049175606442,0.7527350215563836,0.6983542386346568
0.750507676437005,0.826073366599252,0.5623190712841147,0.5995241430934309
0.6941719192920842,0.3258168468685356,0.7575092470898167,0.7693795430847543
0.7832868221138131,0.7500625160366885,0.597318336214283,0.45499271219129966
0.6328624467647744,0.5071979568808979,0.740485949900425,0.8221380392620258
0.8595881050222611,0.8321013309279741,0.5807118894698128,0.3286547627262057
0.44332925049076627,0.27849570592751227,0.7398707840369829,0.7454760171559452
0.9131956387312311,0.7169585487641451,0.6454232924434139,0.5113913104841553
0.2947781963355914,0.5368028514600769,0.6918965735084354,0.814087813833403
0.7732867740978489,0.8831146475097951,0.6626049043870106,0.3645308489644385
0.6453378009170189,0.15184974529559847,0.6280195063818205,0.7738440843271253
0.8518773494746985,0.447079519896713,0.8400400485328032,0.4766827657158792
0.46847689035237317,0.8014460636158727,0.36708871574574564,0.779439792296372
0.9260306844779527,0.4709668980786721,0.7624730998703079,0.536420177397824
0.2527766021237804,0.7864844029675062,0.550758804479276,0.7815812911666672
0.6989176293769084,0.5619420754295532,0.7697362319351899,0.480113865797515
0.7768409016539147,0.8005409222052718,0.50637093380293,0.7902342834006452
0.6427679080823517,0.3843311434533772,0.7864533724670035,0.46980526556646557
0.8482739884676576,0.8060225999479356,0.5226495746773503,0.7970404711735135
0.47390346143932705,0.3512540932272714,0.7793656670118135,0.4542246055673587
0.9206063483903177,0.7982814320084567,0.5449254991384991,0.7960481790132632
0.27030784945231046,0.35278249656844707,0.7758741705300107,0.44801892210886374
0.7335469174575743,0.8263450449874544,0.5499941514413077,0.7971241945836722
0.7159131820927677,0.3295110539025645,0.7708170493352311,0.44338794839515333
0.7489521594838782,0.7513684733760093,0.565078230322733,0.7960331561707692
0.6995074112911517,0.5089117122002824,0.7684963611675076,0.44376009424745594
0.774115388477337,0.8214279514389264,0.5301568885671675,0.8005197467187584
0.6487939204568959,0.3310193780611718,0.7747941431799544,0.4416579152949287
0.8440938680015876,0.7572045171636935,0.5600746877988688,0.7875920028048842
0.48705740072121495,0.46832982295145914,0.7745402434853395,0.4680272776033003
0.9257720898178398,0.8618457291611455,0.5246474005372225,0.807544503530812
0.25469018685816497,0.16973120022860846,0.7780597514841193,0.4307656083367052
0.7063363836509933,0.5179941034318569,0.5989020686949833,0.7910172979690359
0.7645141951224046,0.8134522469400068,0.7847157762446811,0.44423810393515994
0.6677712771980194,0.3553072801769065,0.40772323732383037,0.7895252067875836
0.8210862198234044,0.7863294258766732,0.8521147997395777,0.49618800463729656
0.5474643417239713,0.40606871705847997,0.23364966694060382,0.7842564780707051
0.920076751211264,0.8372789970697152,0.6302156732823132,0.5609596570334895
0.27196323912157233,0.24550937431266798,0.6860473192840669,0.7936368212341769
0.7312344357828848,0.6778842817313506,0.7446332870593199,0.4160307284281873
0.7309629293506485,0.6511013286967701,0.5303063034877582,0.7871488320768248
0.7323569087856747,0.6850923190709294,0.8094240963289498,0.4698411204880852
