V,W,X,Y,Z
0.7763681281084072,0.395123024317343,0.23109170716584593,0.821817527545394,0.5157072612692551
0.6445880906110522,0.7465134103824229,0.6693134558611866,0.4329195353786148,0.7824021423060522
0.8526250106279095,0.36103113624138367,0.8274467832062158,0.8036781284484511,0.5173485951274839
0.46709047611427246,0.6459310145156343,0.5324558300495822,0.4876817837152808,0.7865605418865126
0.9298928569329528,0.6314298634366882,0.9271824749864007,0.8225644889809038,0.49068594597409243
0.2410012625384523,0.4588080078087726,0.25512871717707897,0.36636543691160406,0.7872334433588667
0.6778968783378254,0.8429637207762164,0.7096243731456573,0.8104941067218633,0.5247699146654915
0.8088297619961596,0.08427798133651086,0.7749789867496826,0.33657496916935975,0.7766957937140081
0.5713892249169372,0.24032021163215223,0.659063378657081,0.8242629954466636,0.5528248037640907
0.8969814049829186,0.576782718980545,0.8426342235606865,0.469567905110177,0.7672015001189707
0.3422276821913112,0.5638173610016582,0.49938519908007695,0.8359259882450405,0.5326410844322812
0.8333447665400473,0.7537209688639763,0.9301993724189536,0.3511041277837438,0.7730376641819598
0.5160101575970735,0.22892665093878353,0.24441452844049905,0.7618995834294926,0.5555380859195104
0.9252635007650305,0.5928508151445215,0.6933207554814653,0.6144572859741705,0.7777524365290565
0.25665538669214627,0.5646331444529481,0.7999015752439469,0.7598057342915032,0.4750935079624171
0.703728621811329,0.71315366826723,0.6029564659828668,0.5382587763835975,0.8069741342454473
0.7698487378071879,0.43910375315787153,0.902047305360465,0.7947086824933589,0.4309160393769329
0.6480017774308118,0.6592613399927253,0.33165286437241476,0.48905750950091637,0.7913732497761389
0.8390789482532196,0.6117236821824831,0.83378670544406,0.8201491978330672,0.4848925523102743
0.5006212193417371,0.5264720761591738,0.5231220428610797,0.37560755704087084,0.788257805454967
0.9283731871219061,0.7428531362157902,0.942072070560313,0.8135913601560053,0.525420894411506
0.24585406679758023,0.22758786848918458,0.20486448719245196,0.35338413224898774,0.778919953260271
0.6869199907182946,0.6232400883891484,0.6105310810137885,0.8261180527650552,0.543776341764026
0.7959656872539584,0.5910763305195675,0.8968242017153671,0.35629845205988875,0.7619106300166502
0.5985772615121777,0.5455828236314721,0.3503760231847686,0.7860216187752669,0.5779082206068056
0.8923748881321169,0.7430664848544395,0.8540749980100744,0.4797280244836323,0.7511420508441322
0.3566820977584256,0.2555158458951091,0.46378189478111653,0.8106146548315706,0.5727088035285085
0.8506791043048416,0.6386515970490683,0.9410929913857206,0.5038854598416763,0.7476780736933021
0.4663611156894025,0.46085439500180153,0.207041676099318,0.820145935758774,0.563666611045995
0.920080692913959,0.8206812520600455,0.6206428858994656,0.41974731543661503,0.7527654481006054
0.27500569294900246,0.1059386650641025,0.8817222677662251,0.7912251118582894,0.5770063727506923
0.7482090940280144,0.30947589477995907,0.3914794042095325,0.5844484760924478,0.751094366691319
0.7045587145576169,0.6706113704414999,0.890287074920298,0.8525361094945273,0.5415529869475043
0.7709702831693019,0.4487939963225204,0.3679461423826171,0.2702438676763783,0.7612330699116502
0.652494018086061,0.7485502030068687,0.8693864101279434,0.697595366766005,0.6026898905449958
0.8303217026570968,0.30244798829350217,0.42584325098328535,0.606392047909877,0.7388326225558993
0.521562819755411,0.6618984797805278,0.9198454249544837,0.8371850666011419,0.56107486034342
0.9247743137838892,0.4981032163129792,0.2797018411654972,0.316772151489709,0.7536336078420586
0.25631735713017617,0.7250505034537498,0.7583339061936851,0.747913692531319,0.6108198669140387
0.7068497785168909,0.4831869933154468,0.6886754741424372,0.5130587600642798,0.7295864588236578
0.7663816364953121,0.6964784324908411,0.8075210317766651,0.8492408153343787,0.6060609487621604
0.6584435054253311,0.40679289981967276,0.5880868489570985,0.2725695697319955,0.7047331986287828
0.831062812064056,0.7226174526598449,0.9127919314115441,0.7022555381875493,0.7087226385657471
0.5239789612265565,0.3064073866307353,0.3007686036224381,0.6028295089543229,0.5995126067915438
0.9175847476095703,0.696608535645924,0.790931866823618,0.8269302171210994,0.7618454430726191
