V,W,X,Y,Z
0.7763681281084072,0.395123024317343,0.23109170716584593,0.821817527545394,0.5157072612692551
0.6458081227815784,0.7446565550751689,0.6699122225122437,0.43149804836381855,0.7828671836476471
0.8522085116339387,0.36216619544751955,0.8257223333294731,0.8032750986393877,0.5191152317179235
0.4706680262749134,0.6454917698348944,0.532902080576034,0.48742770529086915,0.786783228544502
0.9314802368629338,0.6337307917005277,0.9264676139400111,0.822328702221888,0.49067745434875903
0.23528272962127586,0.45621051934785917,0.2611613827324223,0.3703265817491838,0.7869600357526105
0.6673382950700467,0.8418998109051928,0.7186312740572642,0.8143582877039686,0.5267017104976368
0.8225368627975193,0.08673774196849825,0.7605345189680472,0.32920861705131416,0.7744526036863736
0.5388299873358892,0.2439880444263953,0.6899173165664139,0.8147938212245269,0.5589802976334658
0.9093104558038845,0.5818961243613796,0.8017385968488792,0.4887634695852815,0.7669483316644985
0.30607484771795196,0.5670337597703221,0.5992758683597668,0.8340082465960307,0.5231660894800393
0.7863891721221248,0.739379580890552,0.8925178719799727,0.36117093908336045,0.7789747756940095
0.6257135798773712,0.29208085811261414,0.3618564704522054,0.7726616119345221,0.538173432461344
0.867837065557361,0.6625315701878858,0.8667171881157222,0.5731632691558026,0.788605696008843
0.42748923487707685,0.4320010611619969,0.4348795879594495,0.783785644084946,0.46056537930103697
0.902472066631739,0.7919715140009749,0.9259401240845043,0.5262982125639145,0.8048890698545448
0.3236100323652275,0.11280938429736159,0.2599566274871982,0.7859433757923022,0.44409870905048227
0.7983326291300789,0.3465540372734234,0.7216207399197905,0.600271399549224,0.7949324230767784
0.5899157139741334,0.660115827240986,0.7557422652666276,0.8226924506985358,0.4523008105932522
0.8971417604452853,0.5235026367525822,0.6979898004051436,0.3542468423684886,0.7891429884860148
0.3450783998744906,0.6403385633903912,0.7969602993916691,0.7976627792119757,0.5369104333374652
0.8354549938244954,0.6092205058359742,0.6068277188923846,0.4184054153219478,0.7762459870417294
0.5099559237669888,0.5860200956150223,0.8938996192843158,0.8204770804867292,0.5315612485700472
0.9249352356360246,0.6140011092541962,0.35969768698786714,0.3805315759765088,0.7687729337786581
0.2530324425244641,0.5974756292826934,0.8730593648466797,0.8023473120220812,0.5556103549818444
0.7030710804281195,0.6609336390259596,0.41466522409475143,0.42696759396041856,0.7660870137493143
0.7761538956211017,0.5680039511381503,0.9023119757919799,0.8186521116893369,0.5582074945673545
0.644809871322974,0.5854636253623136,0.3378690495667019,0.3969192895149087,0.7572270489436989
0.8396914179093792,0.7051362411175119,0.8344400634620391,0.8112935998951194,0.5676639501626785
0.49726056799872476,0.36544202938542136,0.5248594301858275,0.3732166337921376,0.7513076521322322
0.9357654830844865,0.7302234741693865,0.9336639942194721,0.8282605826925992,0.5887878420864171
0.23665115165919168,0.2540378998925614,0.23123556954446634,0.31348478647048583,0.733924244559582
0.6791655550531506,0.6607240178155187,0.6623340495863447,0.7859117291151395,0.6454236908974181
0.8072599329206779,0.5241408594673168,0.842778669597957,0.44811793123153715,0.6728074572621511
0.5744115878815873,0.6339855990637395,0.49244000522128756,0.8462812428119869,0.7109948156137811
0.8942179739203269,0.6258371230813687,0.9371652295818522,0.29904725973317287,0.5473565062106306
0.35052593372803476,0.48442844738926394,0.22198183182667938,0.7289802046844409,0.8645015899714138
0.8439516094438491,0.8291231753766239,0.6583117875139689,0.6182596619168909,0.21772872395089002
0.48308514236216143,0.09603832673947223,0.8468358155416906,0.6949263304812325,0.5925530236800091
0.9261537114314424,0.27312755602619604,0.48711633084474293,0.7651107433400084,0.7611424001093015
0.2526536129572927,0.606903869689885,0.941076738596258,0.6009389535978704,0.4777195392741242
0.6925835622074775,0.6411237920324563,0.21477150008722765,0.772009632465947,0.8230443580434126
0.7865096300588793,0.654609122484634,0.6362635236284201,0.4843538911229388,0.32205996412775506
0.6299543422884514,0.5167412375960292,0.8750698755003224,0.8205224827228671,0.7673385788139924
0.8567842101553811,0.6483941543920021,0.4112781712441717,0.3977097355237529,0.437472059668638
0.45718553899249165,0.5675803706239982,0.9047745273009671,0.7998985458442318,0.8611285030504748
0.9057488055070259,0.6536535236369949,0.32012334278556853,0.44850625859265214,0.20516116828848377
0.3264848420398448,0.5556400943620775,0.8082910020091124,0.8186871106964195,0.5631223361697152
0.8094403269825969,0.6916127399439613,0.581133334179339,0.403520296616111,0.7659031171696843
0.5685259928187272,0.46071918922872634,0.907143897571494,0.8038523603463927,0.552704668382602
0.909615743280213,0.6914021536907837,0.32209696865497833,0.4513099748264654,0.7638590970702933
