T,U,V,W,X,Y,Z
0.36639539890780765,0.6829089935663205,0.09625993639919309,0.684570539252886,0.9037438159458216,0.5127153219166959,0.779541422716146
0.8514016400666217,0.4995222883555688,0.2914556883050447,0.6434553083278752,0.2147474948458,0.6562195519026236,0.4540006344653292
0.47090568227578994,0.7528613918891771,0.6144524591307381,0.7478516196565855,0.5557928800860887,0.6288870286084353,0.8227674083337447
0.9131162823582335,0.4253669031373827,0.6322682037862309,0.5158019113883282,0.8474717872688156,0.5908199070359493,0.3283997530752355
0.3012588945607516,0.6488873020620374,0.5434442327356911,0.8606564934384698,0.2197581030388448,0.5847075072300189,0.774449352105733
0.7926640488298166,0.7317028559502976,0.7270740275196317,0.2639299306937147,0.5871701009624197,0.700046480885391,0.4278835940574331
0.6077092068826289,0.39220661329862505,0.46919792356362555,0.6645894102969239,0.7197045096682338,0.5787534710384783,0.8807491591507429
0.890718724776003,0.7114595991096807,0.7199644114108956,0.7405076455544133,0.5720474303406994,0.6461095690128509,0.2028561220402525
0.35135629454340184,0.4131522692780296,0.35540069719367134,0.5159238767865497,0.7287037104940692,0.564859155168137,0.5067845706803069
0.8315701342800218,0.7432782521804647,0.8117671986426309,0.875543911891256,0.6807816740854449,0.674138181877037,0.8310385176341247
0.5207464367087785,0.2994473062097581,0.08897409330550789,0.14961451984774513,0.6233717892658068,0.45257962731962365,0.2624963269929667
0.911223350031245,0.6678520950559225,0.2888785310325071,0.47201201564955925,0.7789467406375437,0.8025235702360114,0.713171997059603
0.3219229134446089,0.43237056306717314,0.6427784975266074,0.8033889857195958,0.4142750801268418,0.23573886510800848,0.6014737191884003
0.7996650657375394,0.7956316033126402,0.6021501992840795,0.4345038409384016,0.8622636248162258,0.5861624467076685,0.7395199064442156
0.5897088435401914,0.1495349102664633,0.658429402570213,0.8100226432674469,0.208452824227427,0.6330995921899586,0.598076268046597
0.8965688222483622,0.4420021922725427,0.5511826971184587,0.5360834429339993,0.5767337269257165,0.6622889401062414,0.725497969458407
0.34692224535704713,0.6917610911136516,0.6434912986093052,0.8354078593671853,0.7582951232106618,0.5796061795115833,0.5974347258472461
0.8597763277044234,0.5152767812235156,0.5505195511694274,0.3237916582950328,0.5869560436390965,0.5854624630684451,0.7150845189817552
0.46558756479264096,0.6681518718888311,0.6941261865497351,0.7571580766026899,0.7268973952168224,0.6738296027688054,0.6862792785033821
0.9138635294568401,0.5364757514483603,0.4998851693343132,0.5182315082872782,0.6218959935217311,0.4961222767232891,0.615251683322803
0.2959015012350719,0.6329317187924222,0.6983615342171455,0.8439294589837665,0.6932269155007649,0.7451526468464025,0.7687822932044241
0.7740078386414622,0.6515648964509819,0.5067584693433491,0.3250972190030509,0.7218319346126604,0.3030636203371255,0.4294212294630374
0.6412940547382906,0.4802342064058636,0.7374374071660365,0.7439397796029562,0.5642206676339512,0.6670586285056224,0.8625505117706227
0.8695366892112699,0.7173436509490175,0.364407864253501,0.5843801266807037,0.7899771015220587,0.5267848309458237,0.22953449264234593
0.41382732844651826,0.3517180572368675,0.6880166480583074,0.7584706770901453,0.39186056415879333,0.6831706124906902,0.6176895159835013
0.8821535167065961,0.7347571716246806,0.5087514833716676,0.596808860440653,0.8598245038656093,0.5220013710985297,0.7245342938942246
0.39379137986821855,0.2799213678397285,0.6704282713935146,0.7542640314696227,0.1879592841868395,0.6786508549973659,0.5783769561452433
0.8832230151186641,0.6892524988159662,0.5530135968602593,0.6137915428629538,0.5302374528116289,0.6226538454631153,0.7416265719949613
0.4022637272542928,0.4547254603345746,0.6050118555304633,0.7296193761544363,0.7595858245620803,0.6035515754204153,0.5675617460790641
0.8830873784248089,0.730136292336499,0.6341322589739065,0.626708541895953,0.5846134733516654,0.6041783812359935,0.7747953333749175
0.3632221231188993,0.3528144455261029,0.5313041872479856,0.7291427880563507,0.7401828815695957,0.6418479574227872,0.4807859530416814
0.8286663364935548,0.7387509216150201,0.7497291235594103,0.6447890186781802,0.6330970848531292,0.5503179050085112,0.790737146922078
0.5530906831406888,0.3252917313413356,0.3072313027517169,0.6811065324845595,0.7136905643414369,0.6813605730796652,0.4380084601352886
0.9234148554222151,0.6737820934952468,0.6317436770023369,0.736466616648446,0.6231333096864523,0.4615977091976464,0.8263526315417289
0.27086878862533736,0.4379715541073025,0.4911996712705466,0.5501859883826992,0.6823206701025313,0.7212854329537957,0.31844184971201756
0.7378701484853301,0.7580291275226098,0.8109030125662203,0.8541810168366512,0.7645909903492087,0.4345343726292387,0.7432258760078845
0.7167675128582361,0.27625169252976545,0.10710056833826605,0.24598833394200248,0.4897178533867454,0.6807793932891055,0.4867186680586799
0.7795743582683773,0.6212900245136146,0.3027547851748662,0.6673600276252284,0.816445254180489,0.6520937105078125,0.8832638309336142
0.6433547270241735,0.560082801243785,0.6417436315863514,0.6956697240943807,0.33572969753600673,0.5151799765625176,0.1714844013484155
0.8510544728606194,0.7239047940745952,0.5544383987751762,0.6556287408672365,0.7633828558596011,0.7491944787592842,0.49318681405771736
0.4628411290787203,0.3341427316912276,0.6312126932579502,0.6804538215385668,0.44494750857489845,0.30916214757387905,0.80979489310884
0.9076472282423891,0.7010176765776097,0.6126074895665228,0.7518869356758463,0.8678042572062604,0.6758219802857314,0.37997089933730205
