W,X,Y,Z
0.2054693916731855,0.34579837370439787,0.2131876498221593,0.2995612468110523
0.5824285577018113,0.8370208762568285,0.5896594442203105,0.7568801503215838
0.7340978806921413,0.5047426371781942,0.6285272184478989,0.4738340137162242
0.5964515629036501,0.9249167773526054,0.6074916946180453,0.858704509207844
0.7023093770772898,0.25694920959982287,0.5823879732363845,0.18065089120543354
0.7145835635542545,0.7064273591576419,0.7296348053961429,0.5432546982737401
0.5820280037240879,0.7673346579474473,0.4165648806174846,0.8036082438239714
0.7486560418670422,0.660569068442449,0.7069417030788682,0.3807445296719828
0.5269043845200456,0.8296050247602393,0.49538786468458196,0.803213521224075
0.774314409490072,0.5230339523153673,0.704296949310435,0.36425020826027205
0.5083285155799245,0.9230369170507136,0.49824205391313214,0.8086618083607824
0.7655198702265833,0.26284713720524233,0.7053254546051996,0.32362277098063014
0.5973118712482981,0.7169065227725282,0.5084570417761839,0.797636094645096
0.7448972151170762,0.7509207734013036,0.6864876187225896,0.4099995328540343
0.511118739475723,0.6920434322600592,0.5274438451214833,0.8066246739463363
0.8057393815470673,0.7885414844653715,0.688920685764312,0.3942325914909894
0.3598915369188593,0.616952103447323,0.512175634496713,0.7939100415021217
0.7792624368414681,0.8743921603472127,0.7276133902491371,0.44704027024751575
0.4014031299245023,0.40637288800102384,0.4289426261647112,0.7975871316704011
0.8367448326200688,0.8925656664253054,0.7361118665483326,0.49680915331733944
0.2467654556532847,0.35480113091300647,0.3829237176107593,0.7897593363644435
0.6608013958865657,0.8469939671386751,0.7448178845768596,0.5295567850289055
0.6379184506936091,0.479502191046647,0.4005300989141279,0.7847117878522019
0.7521808703789474,0.9234454073640138,0.698563282472552,0.5068953103379088
0.4503165984570126,0.2615677518346003,0.4797010730833337,0.7809887275273355
0.8795914966580883,0.714655233228735,0.7267284761781886,0.5750528533260886
0.17397466670675646,0.7545155841358144,0.37274628571046364,0.7798699357503639
0.4886485241835509,0.6853207244984193,0.7499965693773909,0.44297484901554335
0.8123123194515595,0.7979280475641097,0.4567063983723725,0.8264549939849871
0.34029660216659846,0.5965838503561589,0.6660375524558342,0.3113465105780332
0.7640653379458511,0.8904847714464028,0.6799873522320432,0.7454587692848428
0.4324665381986313,0.36083008009326717,0.45458097307432077,0.4849180833305584
0.8584175138525435,0.8533374135546683,0.7813258409759305,0.8828996244882037
0.19573529168385867,0.4630648870752402,0.16281295715299396,0.12711222850627293
0.5538901633975728,0.9199524505029704,0.49138300321389833,0.3988073799015719
0.7408531484805359,0.2724677754712357,0.7708735121569996,0.7778836635034933
0.6435513971642148,0.7334476211636702,0.25082310803618824,0.5789290499492019
0.6881380120332636,0.723358170240187,0.5954674573116335,0.7728364281024348
0.6241076203128127,0.7404111728117359,0.5964265503105365,0.46795473104665386
0.7109682614278886,0.7111491315529572,0.6722579389472149,0.8198507018555664
0.5874701391460943,0.7600393637043983,0.4638369168311327,0.354226457695372
0.7452630353357019,0.6748042584995831,0.7772311693705383,0.7704461630658531
0.530209947330856,0.8119408434785205,0.23523461500335757,0.4865614163740556
0.7759302866362519,0.564963767628664,0.5891104108937009,0.8060466685118867
0.49333803977630725,0.9093849229133091,0.5791162287420406,0.43156244374423786
0.7728129386785749,0.3048947440976769,0.7241212195953051,0.7899358845055132
0.5706626227103416,0.7841555747413694,0.35107174486958653,0.5429459964953435
0.7548043758431131,0.6262457545705875,0.7152134194748284,0.789014378958017
0.5230354332244018,0.8660294349757411,0.3753191467167982,0.456318286704672
0.7694886237484633,0.42928307510595687,0.7482109503697063,0.7994726381497694
0.5442233248813655,0.906496731174062,0.2937136532956158,0.4858749800197513
0.7500569540737734,0.3136135079157685,0.6699539496958162,0.7900904004023991
0.6150642559796777,0.7964622796035784,0.4658328184999362,0.5401797175524709
0.7092915894274482,0.5998074320573238,0.7422812431832566,0.7883160620910755
0.6181495254211313,0.8881423630726539,0.32638512473441866,0.4652899052279789
0.6859196923871557,0.3675783721569916,0.6985019730234632,0.7958106046530075
0.7131687535101822,0.8601186961738088,0.42538561788974455,0.5118522374295592
0.5462663645527472,0.44516374126448127,0.7317910665882368,0.7903802148066668
0.8369247629612522,0.9138740434931976,0.3917095423362492,0.5031208559029267
0.24001660323559026,0.2912206216535862,0.7074236515271238,0.7840370019444592
0.6540958917329351,0.7637213333559545,0.5205341944063621,0.5601261600828167
0.666825131579912,0.6676689158319429,0.7122075831063823,0.7816116093834692
0.6706436323328353,0.8209823982558412,0.405524431156428,0.46257650597695754
0.6289710765919658,0.5437901100367357,0.7407761739878156,0.806787533080686
0.7484133485856244,0.9179049771729911,0.34592883993363094,0.4356786495983149
0.46000148849214756,0.2788150911999547,0.7028561204006414,0.7893921871558585
0.8791590680289026,0.7439857736407278,0.47374633801417276,0.5514001132806643
0.16627820842574834,0.7047424863654617,0.695219426458643,0.791431503228253
0.47468856756989014,0.7698979028244883,0.5594298257365241,0.42874143446017476
0.7997051063312233,0.6554739515884892,0.7448986873300553,0.8102754837089423
0.41239282601569655,0.8355630463966025,0.29094677735889385,0.39520602389701626
0.7808458649010979,0.5083705350042169,0.6893109464132984,0.7879120390755653
0.49765157209132926,0.9247407563318498,0.4224868088054752,0.49147022362083553
0.7689099418693365,0.25750257266939824,0.7662671585671148,0.7856560870114029
0.591698587705597,0.7074214916307463,0.25291622019015264,0.5657463055500187
0.7522167885989373,0.7658124017958021,0.6042137199050353,0.7885832767237867
0.49173856161985396,0.6635719380907242,0.5685413434979977,0.41883303864712335
0.8155397362967037,0.8260036179562038,0.7362356346873526,0.822823026257295
0.3238434198533968,0.5317700719940225,0.3041034242224765,0.3131892314351799
0.7542905729467376,0.9212654513443301,0.7236724144694847,0.7547939338564627
0.44623540698306957,0.26838105216353386,0.36566124472329536,0.45622464284922276
0.8773304561467742,0.726504853111575,0.7520064568296859,0.8949017370571143
0.17726813197370253,0.7351735406125444,0.23102735067662633,0.12796623704136476
0.4969272117828467,0.7203656014443118,0.63974376938256,0.3888864363996102
0.8046756312314715,0.745324306290321,0.6636212623655731,0.8002821291419145
0.3747721588866676,0.7023191435497392,0.4620935953132489,0.39539542727130117
0.7795395330740996,0.77354776736721,0.8050646826606169,0.8064459768712189
0.4282565830648361,0.6481349901831348,0.14005159488651991,0.37168489340184985
0.8137038948192516,0.8438072913287376,0.4112233468961571,0.7984474876650266
0.3236010551149858,0.48764722178802733,0.673489959407205,0.3725044529201182
0.7590151891225739,0.9244354128206496,0.658343590481082,0.8199779005451925
0.43484822841734144,0.2584619472719298,0.47739613650346907,0.292675648006965
0.8748724156142915,0.7091396656120283,0.811528123691166,0.7560468661410916
0.19008854359113456,0.7631642209904492,0.10879595066384468,0.5095332211978414
0.5219381164227855,0.668754993324813,0.3359875200165345,0.80855633154331
0.8060425823103917,0.8196304832433867,0.6779333144834145,0.39586337376354863
0.35034715372473324,0.5469945104719166,0.5314063801580818,0.7904464375099575
0.779613685791955,0.9168286091463682,0.7191322634383212,0.4747930252757767
0.3889859686647178,0.2821394692092857,0.43967961309946413,0.7902418796988585
0.84574238847456,0.7493861197572764,0.7399229710127807,0.5485360332265269
0.26349372463567144,0.6948842841079149,0.35863373897526973,0.7922224268288982
0.6578368110998124,0.7844744284886584,0.7277428693684282,0.42953486144367464
0.6567059980008383,0.6255749082833891,0.4640536702235026,0.8082953406268953
0.6948622382449039,0.8666544869155881,0.692223664719351,0.4087488062899859
0.5779748773579092,0.4275886027312672,0.5294262459943236,0.7895393748163481
0.8208846822456555,0.905599381318682,0.6783622413092659,0.5099517593013583
