X,Y,W,Z
0.08194520249149748,0.0482210590834461,0.47231520265490545,0.9054082675053331
0.2864599262351093,0.14491827410266334,0.9169389403839383,0.17314542742794212
0.7659617727639543,0.3805984318956463,0.18722317062684338,0.49189045175820745
0.6646816389477264,0.6817846773567985,0.5130350731887607,0.9062137732162225
0.8300348005534329,0.3163975238548717,0.8145476780301956,0.1561764142921915
0.5192242440176021,0.5901236253189998,0.32413402913610834,0.45465629945160474
0.9320593239489497,0.6300634127537315,0.7737482223977307,0.8739590862213793
0.23077572905444127,0.3070442110649065,0.39821685525020334,0.17775853876864287
0.6647696979387833,0.7096562101664999,0.8595886683860505,0.5375296754244618
0.8278914817197903,0.24988126786832943,0.24805552319860089,0.7855377675383105
0.5208066893151088,0.5203816355803712,0.6239046146017773,0.5727219332952733
0.9262768724736165,0.620668577723941,0.7537549858314222,0.7931182224754971
0.2556935751072713,0.34579553408073493,0.4421549773101122,0.42315341199193723
0.6974871852351865,0.7092391022455771,0.8772916527845803,0.8555890609544146
0.7742515119939872,0.15464157668892095,0.18501924746221907,0.20210055859196982
0.6375684791208599,0.41468447916987217,0.5154948830646892,0.6007672883284798
0.8572875768753355,0.648050729673949,0.8200971948371767,0.8011262485692294
0.45328415332104743,0.2872741047031471,0.29383098628355836,0.3706868709844618
0.917655281272241,0.6521927944142061,0.7240380571029873,0.8382448615306197
0.2726575253300884,0.2743320589266254,0.5077706760156346,0.2979586355876314
0.7398250294420746,0.6326833817374685,0.8835082541986937,0.7409774106294885
0.6991657784541384,0.3540658795118298,0.16150450490612678,0.49320261186823183
0.7812312171494266,0.6923752998095369,0.4536442995070704,0.9119110345694134
0.6328893231506523,0.2666206871964134,0.8046679017340147,0.1586881542971605
0.8768292121908642,0.5719222640451922,0.41318278491023774,0.4529793909102072
0.39900901118292914,0.5597226616962864,0.7576490576345496,0.8740566284859609
0.8836546263289664,0.5179285162658345,0.569301515360333,0.1854721463801162
0.3716551822096289,0.6270940901450104,0.7334982788489698,0.5316036115685882
0.8751070481402505,0.5121848583476725,0.640983060539759,0.8039309122338142
0.3945219604769564,0.5245102171247326,0.6538416863076129,0.4180332227118838
0.881386217489034,0.6655116861714047,0.7477569475888269,0.8311696190316288
0.3825566297242697,0.26108299237141236,0.4713571674922407,0.3202548995365724
0.8861357744243389,0.6127497520916977,0.853744944365469,0.7763803390609498
0.3678679921458544,0.3401772629001559,0.1998561026083827,0.418373913547913
0.8568496984051277,0.7157817450598211,0.5639937385752385,0.8830399197339311
0.446270033039422,0.18192041079189053,0.7397636566583774,0.22402630203039597
0.9171322048383131,0.45872699714115306,0.5949920066008239,0.5974681018093038
0.2754005941177922,0.581650299821953,0.7136963713150174,0.7844039030106847
0.7385753116489225,0.5360097601241357,0.695754674813489,0.4530827002796242
0.7094294290401215,0.5664491820891457,0.6030713324981685,0.8284566753890908
0.7530818710512869,0.5008068796122758,0.7394023033927771,0.3592007199678029
0.6866357544211507,0.5986235476429714,0.5203699389998228,0.7619877756839457
0.8026460324803718,0.47779051280414075,0.8059966692751465,0.5503940984101247
0.5830062622224058,0.5769244251771081,0.35130158242385634,0.7880931958503172
0.897211710264233,0.5490722090971969,0.7927358249859628,0.5332686911573546
0.3354072487254461,0.49035178131551826,0.36079607864084784,0.793126402333301
0.8155726225681655,0.6742926274306887,0.8176817721677797,0.5130393723647424
0.5582380896679625,0.31231421219194483,0.32890377559111,0.7899831021339435
0.9240712853660631,0.6188913253012934,0.7675997707160308,0.5448661724184789
0.2645451833609506,0.39040170916668154,0.4217833691665578,0.7886922900903778
0.7115997144794276,0.6697662485049647,0.8609138725807899,0.5123705671966567
0.7519313659380775,0.33400269511363967,0.23097119577018116,0.7913349063750598
0.6891037713905328,0.6382785382675765,0.5950269111041581,0.5551880881438543
0.7879385045583546,0.4428699750387089,0.7481554982519544,0.8080760497711897
0.6182624246686655,0.5611013469365467,0.4934776304415611,0.37940722810220356
0.882872608188271,0.631376203696759,0.8242653285263402,0.8243399962995621
0.3764739772418973,0.3104522110236958,0.2914772511203515,0.3143171081383601
0.8661986818313872,0.6909407995734543,0.7224653491759032,0.7927538464770119
0.4216611067763872,0.21609433084622837,0.5188079612329047,0.41750864415394884
0.8886384774337552,0.5170203652345053,0.8511528656280665,0.8388421373387169
0.3654567518325,0.4625996285861646,0.20903861404988852,0.25637549319123537
0.8599902542351283,0.781537779495994,0.5914122871613524,0.7023332570800445
0.4385195776153921,0.042793899541779895,0.7269275184682307,0.6479389857728197
0.9179200487000911,0.1238768868378146,0.6301104425808761,0.6914795081653942
0.28090022926937636,0.3022758832854325,0.6736336821218624,0.6568292034198953
0.7473789114398767,0.6079709663072377,0.7494837862114646,0.6989202900675814
0.6927432562030599,0.4305671072134761,0.502938660075741,0.6203431770690945
0.7851143270421946,0.6282213037390405,0.8084680533163437,0.7844344352271119
0.6307401714814589,0.349727375989351,0.3349994174245406,0.4211133336924219
0.8658589515385443,0.6824533406640383,0.7520332522557449,0.8647388436564072
0.4380488768312129,0.20699815876270095,0.4687036018362411,0.21007911788052944
0.909774856517614,0.5297449144358672,0.8463846502866458,0.5839114702705688
0.29764022620390757,0.50389955324838,0.20529652386536143,0.7499512599054957
0.7756861170690421,0.7113475682132858,0.5892215129677557,0.6540273489995814
0.654202930425233,0.26947301277638697,0.7402266506561431,0.7190272715527067
0.8309549765972751,0.541243785388407,0.5544004022151113,0.5728937280889769
0.5412787609244415,0.5409232511561184,0.7572830032909074,0.8072084628857346
0.9096644520363628,0.5222697891263482,0.5328259073347585,0.3679199436538088
0.3085411116360583,0.5960765620665975,0.7623704279638035,0.8138415881235725
0.7851706202195019,0.5126291296831333,0.5884677989429159,0.3514373390774273
0.6161634007387236,0.618434471242728,0.7331061206429454,0.7871484946818469
0.8836584409713238,0.4155529574694766,0.5761884173802102,0.43652468278143697
0.37450632965367564,0.6279741770802639,0.7328917354956597,0.8401833889239565
0.8627984837240251,0.4401246885057111,0.6358011943481624,0.2885202930190891
0.4413628783304907,0.6486631804618449,0.6677421814578013,0.7209815272688013
0.9028553489973336,0.43143099667766804,0.7148480053974304,0.5870683853527111
0.3290675288700271,0.5795238164254202,0.5310244482354698,0.7661630056301346
0.8125743469494436,0.5745329087413555,0.8762384812310253,0.5376726290754665
0.5696651091417421,0.4669808969922559,0.14447177218667556,0.7696006266635684
0.9007448419843603,0.6799224526627162,0.43454217778198434,0.634024989273236
0.3255956966323045,0.3387287897943089,0.7697294636133936,0.7808420487658743
0.8048988367985785,0.6133877478981815,0.5710251408430126,0.4390891590860748
0.5831270371202539,0.4827971098341825,0.7575680126281565,0.842618121051587
0.8977460307147105,0.5739183256289768,0.5316168158383578,0.28429823796314035
0.3403917172474459,0.5658918808829251,0.7550525118474902,0.7053833808660483
0.8285115700145902,0.5636998142157916,0.5930839456846628,0.5942630769439744
0.5182015632250467,0.511087331604082,0.732621678739827,0.7874077097306109
0.9233445519315403,0.5615040145547494,0.5898110604029863,0.44046557174351775
0.2622361954204165,0.5391808654495149,0.7090498782197615,0.8426597454221827
0.7078073571892726,0.5836057137883747,0.7007135014775496,0.2963405796950602
0.7643504593297638,0.5464054148736158,0.6087634115432481,0.7063299649395314
0.66084295202212,0.5164082922962993,0.719870613991948,0.6446633158245975
0.8270041095077326,0.5716066431062481,0.590026305904643,0.7016582587762794
0.5280757132199848,0.4906262701319676,0.7268356716779518,0.6417390591567115
0.9242073266202249,0.6165992640195498,0.6055405129108464,0.7094007461865183
0.2593094315132986,0.3937489937165834,0.6931324093026039,0.6266430353675768
0.7168689702935415,0.6762748118653148,0.7319223001317599,0.7242762932701519
0.7621080134072541,0.3042646334081414,0.5371266517832111,0.5672358121365955
0.663910659608461,0.5963137088513739,0.7715789683030022,0.8285893779996687
0.821650037885465,0.41560365444785435,0.4688101822743569,0.31566473809195544
0.5464521850317616,0.6792934875305298,0.793657413036458,0.7643328172027821
0.9378846200174007,0.30819680090854995,0.4621579157535806,0.4775502000607584
0.20697505438666128,0.5888218275669745,0.7762661601427465,0.8516330050705924
0.5994820170780336,0.5225503163343093,0.5880497712378867,0.2453680167877045
0.8911881180998534,0.6664552055848436,0.7749685868994364,0.6544749068067752
0.37028662207293406,0.27942774869135767,0.40242768079250785,0.6846912875101866
0.8682996564345379,0.6021670014393767,0.8481595487061647,0.7245955913987593
0.42387618994180504,0.369232850672954,0.2206121721114069,0.54618339363129
0.9055323160579697,0.7191250784014122,0.6128453594660449,0.9092558466608447
0.3242156063419344,0.1474266528827594,0.681809362231831,0.1205631297821875
0.8226727459907913,0.4084550339204768,0.7284492447408909,0.36885235794522403
0.5315007343211386,0.6261297689423099,0.5367315691530615,0.7710615294744132
0.9148403696387729,0.4689034948255686,0.8199563988027815,0.5200825202742412
0.2936236778634424,0.545866521610017,0.28193086584048854,0.7770050031081064
0.7788223455802187,0.665677051506987,0.7291695249253646,0.5743509063835557
0.638256020250118,0.3503163873753212,0.5278495141636056,0.7763578955458816
0.8636775462644932,0.609839798330001,0.805457885033882,0.5134941508466888
0.43911012024169327,0.41198273948228353,0.33644229331715647,0.7867669532252509
0.9092644490374404,0.6726076853604654,0.7921633013086642,0.5358953534899604
0.3057134109271117,0.296923981931442,0.365653809353625,0.8000185860760937
0.7953373123285947,0.6276886281125219,0.8198320844647617,0.5029865076785994
0.6003345385415638,0.4043715926712569,0.3204676157422338,0.8001384201382894
0.8871133955628007,0.650448095872392,0.749538886458481,0.5102335181113038
0.37675198851215425,0.3512783425205944,0.46234875942710274,0.8100594901999265
0.8688973511598146,0.6564151298802237,0.8595444624493777,0.4513718996428991
0.4246580814462166,0.34086423142363165,0.1912876874859959,0.796205418535294
0.9006060023552064,0.6745251245525732,0.5540205551951665,0.5617411841730657
0.32627965658209673,0.3391940987790767,0.7399606717587945,0.8409980625513309
0.8133490202181226,0.6109884405393916,0.6287329740633001,0.28956303074220535
0.5776568048925946,0.5199992747675003,0.6736731539071269,0.7077645059605457
0.9005333084937661,0.5734350720001328,0.6837334001605926,0.6165253221045586
0.33230539535867665,0.46687170621977664,0.5944854486736666,0.7452687465587693
0.8285099483809504,0.652124261822697,0.8296332807624537,0.5653412198855078
0.516920065736742,0.3363553181451595,0.2930753501525631,0.7684809006640936
0.9273500921073033,0.6410869104522402,0.7216452087605203,0.5970882985828347
0.25338417930005147,0.3624070499145546,0.5273729158732786,0.7515950282731358
0.7135701609296043,0.6615091414006244,0.8779449827265582,0.5688046397255302
0.7637433608922246,0.341889218253126,0.182934445084505,0.7624622167287314
0.6673448926126725,0.6248447915613549,0.5131958395870316,0.630198571365982
0.8260588265392051,0.4753436310470066,0.8181221337042379,0.7753038400349053
0.5375742259844704,0.5235252446230144,0.3105050568677386,0.4472696177457267
0.9229490917920966,0.6870615717020132,0.7249111531629827,0.8794025185617863
0.2597202648386284,0.19655373237256182,0.5144371943363127,0.18431704706569707
0.7127498077292691,0.512224525599426,0.8792616815767027,0.5363269712541172
0.7630635436064489,0.5459034193489583,0.18069766914982346,0.7784283397262448
0.6784299256806087,0.5917823794367246,0.5140596450379487,0.5966612255989222
0.8169460898327504,0.5184917608939715,0.8060104249850466,0.7920034588798189
0.5489974982290113,0.4769335477167,0.34728703947179973,0.40163127124946446
0.9048104885987902,0.7091218364992922,0.7781104855888005,0.8654723524629757
0.3186671962810644,0.1331493721164861,0.39356719315865246,0.19993937797899133
0.8093397991934487,0.38490630457905134,0.8406142676561752,0.5822736880286118
0.5716230774239345,0.5839665910424796,0.25420497762396044,0.7632818925600384
0.9136786069521066,0.5869541487682314,0.644654378205637,0.6073734311880896
0.3000114889232654,0.454035085030779,0.6470157768209571,0.7709847422009066
0.7760098236674525,0.6469937615259419,0.7901335083661477,0.48693487385844114
0.6502414847111165,0.3831538618784772,0.4020299429022513,0.810876459329625
0.8461297571711386,0.6322914269353995,0.8046925106709545,0.4554977521723891
0.48449952264384705,0.3922400154914491,0.3512179038687864,0.8101837069865381
0.9194898453697938,0.6648893193241916,0.788316090551717,0.47862099529829805
0.2658054729852956,0.319950115512804,0.36485559796407646,0.8163284881217585
0.7231192759348978,0.6468462993479378,0.8196598289148219,0.46081601420427554
0.736643628351015,0.39622862530401237,0.33449511213181077,0.8036423469040076
0.7170344685730835,0.6379560210299802,0.7387181428166848,0.4956390778707989
0.7545989783370494,0.4246585909328712,0.5383440462040163,0.824523131910678
